Generator,Run,Loss,Time,Fit,Cos Sim,Est Rank
rayleigh,61,rayleigh,0.845010,0.536920,0.886317,32.000000,
rayleigh,61,gamma,0.549876,0.536929,0.886323,32.000000,
rayleigh,61,huber (0.25),0.029124,0.000063,0.156953,32.000000,
rayleigh,61,beta (0.3),0.726231,0.536921,0.886322,32.000000,
rayleigh,62,normal,0.464513,0.536704,0.886203,32.000000,
rayleigh,62,rayleigh,0.795004,0.536669,0.886186,32.000000,
rayleigh,62,gamma,0.532419,0.536679,0.886192,32.000000,
rayleigh,62,huber (0.25),0.025518,0.000063,0.156747,32.000000,
rayleigh,62,beta (0.3),0.695519,0.536671,0.886191,32.000000,
rayleigh,63,normal,0.448582,0.536627,0.886164,32.000000,
rayleigh,63,rayleigh,0.866565,0.536592,0.886145,32.000000,
rayleigh,63,gamma,0.541710,0.536603,0.886152,32.000000,
rayleigh,63,huber (0.25),0.028640,0.000062,0.156217,32.000000,
rayleigh,63,beta (0.3),0.771049,0.536595,0.886151,32.000000,
rayleigh,64,normal,0.413674,0.536315,0.886000,32.000000,
rayleigh,64,rayleigh,0.803192,0.536279,0.885982,32.000000,
rayleigh,64,gamma,0.494650,0.536288,0.885987,32.000000,
rayleigh,64,huber (0.25),0.023881,0.000063,0.156754,32.000000,
rayleigh,64,beta (0.3),0.707209,0.536280,0.885987,32.000000,
rayleigh,65,normal,0.444640,0.536782,0.886244,32.000000,
rayleigh,65,rayleigh,0.955936,0.536750,0.886228,32.000000,
rayleigh,65,gamma,0.605073,0.536758,0.886233,32.000000,
rayleigh,65,huber (0.25),0.026071,0.000063,0.156610,32.000000,
rayleigh,65,beta (0.3),0.741883,0.536751,0.886232,32.000000,
rayleigh,66,normal,0.477442,0.537217,0.886471,32.000000,
rayleigh,66,rayleigh,0.978641,0.537187,0.886456,32.000000,
rayleigh,66,gamma,0.602531,0.537193,0.886461,32.000000,
rayleigh,66,huber (0.25),0.027121,0.000062,0.155496,32.000000,
rayleigh,66,beta (0.3),0.758066,0.537182,0.886459,32.000000,
rayleigh,67,normal,0.466844,0.536918,0.886316,32.000000,
rayleigh,67,rayleigh,1.018041,0.536885,0.886298,32.000000,
rayleigh,67,gamma,0.649476,0.536894,0.886304,32.000000,
rayleigh,67,huber (0.25),0.025699,0.000062,0.156287,32.000000,
rayleigh,67,beta (0.3),0.755885,0.536886,0.886303,32.000000,
rayleigh,68,normal,0.476336,0.536601,0.886150,32.000000,
rayleigh,68,rayleigh,0.993487,0.536569,0.886133,32.000000,
rayleigh,68,gamma,0.622428,0.536576,0.886138,32.000000,
rayleigh,68,huber (0.25),0.024760,0.000063,0.157682,32.000000,
rayleigh,68,beta (0.3),0.769162,0.536567,0.886137,32.000000,
rayleigh,69,normal,0.423176,0.536399,0.886044,32.000000,
rayleigh,69,rayleigh,1.070421,0.536362,0.886025,32.000000,
rayleigh,69,gamma,0.620983,0.536372,0.886031,32.000000,
rayleigh,69,huber (0.25),0.029239,0.000062,0.156203,32.000000,
rayleigh,69,beta (0.3),0.778132,0.536366,0.886031,32.000000,
rayleigh,70,normal,0.505372,0.536446,0.886069,32.000000,
rayleigh,70,rayleigh,0.976437,0.536406,0.886048,32.000000,
rayleigh,70,gamma,0.640961,0.536419,0.886056,32.000000,
rayleigh,70,huber (0.25),0.024916,0.000063,0.156712,32.000000,
rayleigh,70,beta (0.3),0.745110,0.536411,0.886055,32.000000,
rayleigh,71,normal,0.518839,0.536570,0.886134,32.000000,
rayleigh,71,rayleigh,1.057258,0.536537,0.886116,32.000000,
rayleigh,71,gamma,0.631601,0.536545,0.886122,32.000000,
rayleigh,71,huber (0.25),0.030515,0.000063,0.156490,32.000000,
rayleigh,71,beta (0.3),0.746512,0.536537,0.886121,32.000000,
rayleigh,72,normal,0.443498,0.536530,0.886112,32.000000,
rayleigh,72,rayleigh,0.939975,0.536497,0.886095,32.000000,
rayleigh,72,gamma,0.560800,0.536505,0.886101,32.000000,
rayleigh,72,huber (0.25),0.025334,0.000063,0.157398,32.000000,
rayleigh,72,beta (0.3),0.782863,0.536497,0.886100,32.000000,
rayleigh,73,normal,0.472099,0.537007,0.886362,32.000000,
rayleigh,73,rayleigh,0.995210,0.536968,0.886342,32.000000,
rayleigh,73,gamma,0.597705,0.536981,0.886350,32.000000,
rayleigh,73,huber (0.25),0.025644,0.000063,0.156548,32.000000,
rayleigh,73,beta (0.3),0.736104,0.536973,0.886349,32.000000,
rayleigh,74,normal,0.492421,0.537172,0.886448,32.000000,
rayleigh,74,rayleigh,0.970975,0.537140,0.886431,32.000000,
rayleigh,74,gamma,0.644819,0.537148,0.886437,32.000000,
rayleigh,74,huber (0.25),0.028595,0.000063,0.156903,32.000000,
rayleigh,74,beta (0.3),0.726780,0.537140,0.886436,32.000000,
rayleigh,75,normal,0.406298,0.536358,0.886023,32.000000,
rayleigh,75,rayleigh,1.060361,0.536329,0.886008,32.000000,
rayleigh,75,gamma,0.669009,0.536334,0.886012,32.000000,
rayleigh,75,huber (0.25),0.025347,0.000063,0.156455,32.000000,
rayleigh,75,beta (0.3),0.760615,0.536324,0.886010,32.000000,
rayleigh,76,normal,0.499214,0.536862,0.886286,32.000000,
rayleigh,76,rayleigh,0.963684,0.536828,0.886269,32.000000,
rayleigh,76,gamma,0.618057,0.536836,0.886274,32.000000,
rayleigh,76,huber (0.25),0.038757,0.000063,0.157046,32.000000,
rayleigh,76,beta (0.3),0.751512,0.536826,0.886273,32.000000,
rayleigh,77,normal,0.466473,0.536823,0.886266,32.000000,
rayleigh,77,rayleigh,1.019863,0.536786,0.886247,32.000000,
rayleigh,77,gamma,0.641770,0.536796,0.886253,32.000000,
rayleigh,77,huber (0.25),0.026611,0.000063,0.157333,32.000000,
rayleigh,77,beta (0.3),0.746271,0.536788,0.886252,32.000000,
rayleigh,78,normal,0.476766,0.536652,0.886176,32.000000,
rayleigh,78,rayleigh,0.921288,0.536618,0.886159,32.000000,
rayleigh,78,gamma,0.562888,0.536628,0.886165,32.000000,
rayleigh,78,huber (0.25),0.023955,0.000062,0.156031,32.000000,
rayleigh,78,beta (0.3),0.718862,0.536620,0.886164,32.000000,
rayleigh,79,normal,0.456456,0.536755,0.886230,32.000000,
rayleigh,79,rayleigh,1.045691,0.536720,0.886212,32.000000,
rayleigh,79,gamma,0.622445,0.536729,0.886218,32.000000,
rayleigh,79,huber (0.25),0.029819,0.000063,0.156907,32.000000,
rayleigh,79,beta (0.3),0.745533,0.536721,0.886217,32.000000,
rayleigh,80,normal,0.462378,0.536796,0.886252,32.000000,
rayleigh,80,rayleigh,0.944175,0.536764,0.886235,32.000000,
rayleigh,80,gamma,0.588083,0.536773,0.886241,32.000000,
rayleigh,80,huber (0.25),0.024571,0.000062,0.155449,32.000000,
rayleigh,80,beta (0.3),0.723623,0.536766,0.886240,32.000000,
rayleigh,81,normal,0.497959,0.537074,0.886397,32.000000,
rayleigh,81,rayleigh,0.962153,0.537041,0.886380,32.000000,
rayleigh,81,gamma,0.577883,0.537051,0.886386,32.000000,
rayleigh,81,huber (0.25),0.024801,0.000062,0.156257,32.000000,
rayleigh,81,beta (0.3),0.758384,0.537043,0.886385,32.000000,
rayleigh,82,normal,0.414631,0.536989,0.886352,32.000000,
rayleigh,82,rayleigh,0.864033,0.536952,0.886333,32.000000,
rayleigh,82,gamma,0.621250,0.536963,0.886341,32.000000,
rayleigh,82,huber (0.25),0.036534,0.000062,0.156001,32.000000,
rayleigh,82,beta (0.3),0.722477,0.536955,0.886340,32.000000,
rayleigh,83,normal,0.419713,0.537175,0.886450,32.000000,
rayleigh,83,rayleigh,0.975830,0.537139,0.886431,32.000000,
rayleigh,83,gamma,0.627559,0.537150,0.886438,32.000000,
rayleigh,83,huber (0.25),0.026016,0.000062,0.156343,32.000000,
rayleigh,83,beta (0.3),0.757749,0.537143,0.886438,32.000000,
rayleigh,84,normal,0.491853,0.536838,0.886273,32.000000,
rayleigh,84,rayleigh,0.865382,0.536810,0.886259,32.000000,
rayleigh,84,gamma,0.601750,0.536817,0.886264,32.000000,
rayleigh,84,huber (0.25),0.023762,0.000062,0.156013,32.000000,
rayleigh,84,beta (0.3),0.728122,0.536809,0.886263,32.000000,
rayleigh,85,normal,0.467473,0.537000,0.886358,32.000000,
rayleigh,85,rayleigh,0.868615,0.536967,0.886341,32.000000,
rayleigh,85,gamma,0.685775,0.536976,0.886347,32.000000,
rayleigh,85,huber (0.25),0.025090,0.000062,0.156022,32.000000,
rayleigh,85,beta (0.3),0.736906,0.536969,0.886346,32.000000,
rayleigh,86,normal,0.515372,0.537212,0.886469,32.000000,
rayleigh,86,rayleigh,0.960825,0.537180,0.886452,32.000000,
rayleigh,86,gamma,0.593523,0.537186,0.886457,32.000000,
rayleigh,86,huber (0.25),0.026468,0.000062,0.155998,32.000000,
rayleigh,86,beta (0.3),0.775324,0.537176,0.886455,32.000000,
rayleigh,87,normal,0.459368,0.536994,0.886355,32.000000,
rayleigh,87,rayleigh,1.001490,0.536959,0.886337,32.000000,
rayleigh,87,gamma,0.643641,0.536968,0.886343,32.000000,
rayleigh,87,huber (0.25),0.025368,0.000063,0.157455,32.000000,
rayleigh,87,beta (0.3),0.770765,0.536958,0.886342,32.000000,
rayleigh,88,normal,0.458003,0.537023,0.886370,32.000000,
rayleigh,88,rayleigh,0.939602,0.536990,0.886353,32.000000,
rayleigh,88,gamma,0.591376,0.537000,0.886359,32.000000,
rayleigh,88,huber (0.25),0.025093,0.000062,0.155613,32.000000,
rayleigh,88,beta (0.3),0.703648,0.536991,0.886358,32.000000,
rayleigh,89,normal,0.471273,0.536633,0.886166,32.000000,
rayleigh,89,rayleigh,1.012485,0.536596,0.886147,32.000000,
rayleigh,89,gamma,0.645907,0.536608,0.886155,32.000000,
rayleigh,89,huber (0.25),0.025214,0.000063,0.156762,32.000000,
rayleigh,89,beta (0.3),0.724011,0.536601,0.886154,32.000000,
rayleigh,90,normal,0.456761,0.536930,0.886322,32.000000,
rayleigh,90,rayleigh,0.962326,0.536895,0.886304,32.000000,
rayleigh,90,gamma,0.607763,0.536905,0.886310,32.000000,
rayleigh,90,huber (0.25),0.026230,0.000063,0.157906,32.000000,
rayleigh,90,beta (0.3),0.704451,0.536897,0.886309,32.000000,
rayleigh,91,normal,0.449579,0.537139,0.886431,32.000000,
rayleigh,91,rayleigh,0.945809,0.537106,0.886414,32.000000,
rayleigh,91,gamma,0.593139,0.537113,0.886419,32.000000,
rayleigh,91,huber (0.25),0.024866,0.000063,0.156662,32.000000,
rayleigh,91,beta (0.3),0.720673,0.537104,0.886418,32.000000,
rayleigh,92,normal,0.458693,0.537187,0.886456,32.000000,
rayleigh,92,rayleigh,0.846861,0.537152,0.886438,32.000000,
rayleigh,92,gamma,0.568942,0.537161,0.886444,32.000000,
rayleigh,92,huber (0.25),0.026018,0.000062,0.156008,32.000000,
rayleigh,92,beta (0.3),0.743780,0.537151,0.886443,32.000000,
rayleigh,93,normal,0.455446,0.536562,0.886129,32.000000,
rayleigh,93,rayleigh,0.816214,0.536531,0.886113,32.000000,
rayleigh,93,gamma,0.585904,0.536539,0.886118,32.000000,
rayleigh,93,huber (0.25),0.023522,0.000062,0.156254,32.000000,
rayleigh,93,beta (0.3),0.715250,0.536531,0.886118,32.000000,
rayleigh,94,normal,0.481083,0.536537,0.886116,32.000000,
rayleigh,94,rayleigh,0.951801,0.536506,0.886100,32.000000,
rayleigh,94,gamma,0.623048,0.536515,0.886106,32.000000,
rayleigh,94,huber (0.25),0.024474,0.000063,0.157090,32.000000,
rayleigh,94,beta (0.3),0.758761,0.536508,0.886105,32.000000,
rayleigh,95,normal,0.423442,0.536574,0.886135,32.000000,
rayleigh,95,rayleigh,1.003253,0.536539,0.886117,32.000000,
rayleigh,95,gamma,0.629992,0.536549,0.886124,32.000000,
rayleigh,95,huber (0.25),0.028504,0.000062,0.155403,32.000000,
rayleigh,95,beta (0.3),0.735671,0.536540,0.886123,32.000000,
rayleigh,96,normal,0.492003,0.536941,0.886327,32.000000,
rayleigh,96,rayleigh,0.991799,0.536899,0.886306,32.000000,
rayleigh,96,gamma,0.555112,0.536912,0.886314,32.000000,
rayleigh,96,huber (0.25),0.027117,0.000063,0.157603,32.000000,
rayleigh,96,beta (0.3),0.722348,0.536905,0.886313,32.000000,
rayleigh,97,normal,0.455435,0.537166,0.886445,32.000000,
rayleigh,97,rayleigh,0.957717,0.537132,0.886427,32.000000,
rayleigh,97,gamma,0.630343,0.537139,0.886433,32.000000,
rayleigh,97,huber (0.25),0.024799,0.000063,0.156843,32.000000,
rayleigh,97,beta (0.3),0.727718,0.537130,0.886431,32.000000,
rayleigh,98,normal,0.471476,0.537095,0.886408,32.000000,
rayleigh,98,rayleigh,0.817334,0.537061,0.886390,32.000000,
rayleigh,98,gamma,0.674973,0.537069,0.886396,32.000000,
rayleigh,98,huber (0.25),0.027057,0.000063,0.156649,32.000000,
rayleigh,98,beta (0.3),0.706487,0.537060,0.886395,32.000000,
rayleigh,99,normal,0.466217,0.536731,0.886218,32.000000,
rayleigh,99,rayleigh,1.033732,0.536697,0.886200,32.000000,
rayleigh,99,gamma,0.563324,0.536706,0.886206,32.000000,
rayleigh,99,huber (0.25),0.036399,0.000063,0.156858,32.000000,
rayleigh,99,beta (0.3),0.728269,0.536697,0.886205,32.000000,
rayleigh,100,normal,0.463169,0.536860,0.886285,32.000000,
rayleigh,100,rayleigh,0.897063,0.536824,0.886267,32.000000,
rayleigh,100,gamma,0.490742,0.536834,0.886273,32.000000,
rayleigh,100,huber (0.25),0.023789,0.000063,0.156825,32.000000,
rayleigh,100,beta (0.3),0.695566,0.536826,0.886272,32.000000,
beta,1,normal,0.022374,0.002334,0.139240,32.000000,
beta,1,rayleigh,0.365769,0.379964,0.790429,32.000000,
beta,1,gamma,0.255475,0.387440,0.790424,32.000000,
beta,1,huber (0.25),0.031358,0.002334,0.139240,32.000000,
beta,1,beta (0.3),0.401740,0.387438,0.790423,32.000000,
beta,2,normal,0.020221,0.002357,0.140455,32.000000,
beta,2,rayleigh,0.439180,0.380170,0.790570,32.000000,
beta,2,gamma,0.295036,0.387626,0.790568,32.000000,
beta,2,huber (0.25),0.023311,0.002357,0.140455,32.000000,
beta,2,beta (0.3),0.428363,0.387625,0.790567,32.000000,
beta,3,normal,0.022295,0.002323,0.138679,32.000000,
beta,3,rayleigh,0.416922,0.380164,0.790652,32.000000,
beta,3,gamma,0.269456,0.387737,0.790654,32.000000,
beta,3,huber (0.25),0.019340,0.002323,0.138679,32.000000,
beta,3,beta (0.3),0.442408,0.387735,0.790653,32.000000,
beta,4,normal,0.029894,0.002340,0.139668,32.000000,
beta,4,rayleigh,0.535918,0.380247,0.790718,32.000000,
beta,4,gamma,0.362999,0.387821,0.790719,32.000000,
beta,4,huber (0.25),0.036791,0.002340,0.139668,32.000000,
beta,4,beta (0.3),0.435474,0.387819,0.790718,32.000000,
beta,5,normal,0.023706,0.002329,0.138991,32.000000,
beta,5,rayleigh,0.360365,0.379985,0.790536,32.000000,
beta,5,gamma,0.239244,0.387586,0.790537,32.000000,
beta,5,huber (0.25),0.018950,0.002329,0.138991,32.000000,
beta,5,beta (0.3),0.435119,0.387584,0.790536,32.000000,
beta,6,normal,0.021559,0.002335,0.139129,32.000000,
beta,6,rayleigh,0.551732,0.380240,0.790714,32.000000,
beta,6,gamma,0.321470,0.387816,0.790716,32.000000,
beta,6,huber (0.25),0.025435,0.002335,0.139129,32.000000,
beta,6,beta (0.3),0.461201,0.387815,0.790715,32.000000,
beta,7,normal,0.022872,0.002350,0.140071,32.000000,
beta,7,rayleigh,0.419380,0.380250,0.790627,32.000000,
beta,7,gamma,0.309824,0.387700,0.790626,32.000000,
beta,7,huber (0.25),0.020702,0.002350,0.140071,32.000000,
beta,7,beta (0.3),0.390792,0.387699,0.790625,32.000000,
beta,8,normal,0.021003,0.002359,0.140702,32.000000,
beta,8,rayleigh,0.571317,0.380511,0.790810,32.000000,
beta,8,gamma,0.329279,0.387937,0.790809,32.000000,
beta,8,huber (0.25),0.025309,0.002359,0.140702,32.000000,
beta,8,beta (0.3),0.436190,0.387936,0.790808,32.000000,
beta,9,normal,0.033039,0.002337,0.139339,32.000000,
beta,9,rayleigh,0.384062,0.379981,0.790519,32.000000,
beta,9,gamma,0.307040,0.387565,0.790521,32.000000,
beta,9,huber (0.25),0.019593,0.002337,0.139339,32.000000,
beta,9,beta (0.3),0.439597,0.387564,0.790520,32.000000,
beta,10,normal,0.024138,0.002335,0.139332,32.000000,
beta,10,rayleigh,0.469886,0.380798,0.791011,32.000000,
beta,10,gamma,0.330211,0.388195,0.791009,32.000000,
beta,10,huber (0.25),0.026456,0.002335,0.139332,32.000000,
beta,10,beta (0.3),0.466454,0.388193,0.791007,32.000000,
beta,11,normal,0.024485,0.002316,0.138267,32.000000,
beta,11,rayleigh,0.378268,0.379965,0.790433,32.000000,
beta,11,gamma,0.303298,0.387443,0.790426,32.000000,
beta,11,huber (0.25),0.022542,0.002316,0.138267,32.000000,
beta,11,beta (0.3),0.404780,0.387441,0.790425,32.000000,
beta,12,normal,0.023564,0.002361,0.140797,32.000000,
beta,12,rayleigh,0.490891,0.379731,0.790343,32.000000,
beta,12,gamma,0.316931,0.387340,0.790346,32.000000,
beta,12,huber (0.25),0.026166,0.002361,0.140797,32.000000,
beta,12,beta (0.3),0.444478,0.387338,0.790345,32.000000,
beta,13,normal,0.025254,0.002351,0.140200,32.000000,
beta,13,rayleigh,0.391818,0.379981,0.790531,32.000000,
beta,13,gamma,0.254450,0.387581,0.790533,32.000000,
beta,13,huber (0.25),0.019720,0.002351,0.140200,32.000000,
beta,13,beta (0.3),0.403391,0.387580,0.790533,32.000000,
beta,14,normal,0.021215,0.002347,0.139983,32.000000,
beta,14,rayleigh,0.515418,0.380182,0.790579,32.000000,
beta,14,gamma,0.312816,0.387635,0.790576,32.000000,
beta,14,huber (0.25),0.024099,0.002347,0.139983,32.000000,
beta,14,beta (0.3),0.451946,0.387634,0.790574,32.000000,
beta,15,normal,0.029298,0.002335,0.139343,32.000000,
beta,15,rayleigh,0.373092,0.380040,0.790567,32.000000,
beta,15,gamma,0.253194,0.387624,0.790567,32.000000,
beta,15,huber (0.25),0.021108,0.002335,0.139343,32.000000,
beta,15,beta (0.3),0.397002,0.387623,0.790566,32.000000,
beta,16,normal,0.021412,0.002348,0.139914,32.000000,
beta,16,rayleigh,0.485257,0.379941,0.790507,32.000000,
beta,16,gamma,0.318542,0.387548,0.790508,32.000000,
beta,16,huber (0.25),0.025438,0.002348,0.139914,32.000000,
beta,16,beta (0.3),0.482158,0.387546,0.790506,32.000000,
beta,17,normal,0.026460,0.002345,0.139718,32.000000,
beta,17,rayleigh,0.358611,0.379733,0.790365,32.000000,
beta,17,gamma,0.285997,0.387365,0.790366,32.000000,
beta,17,huber (0.25),0.022448,0.002345,0.139718,32.000000,
beta,17,beta (0.3),0.429184,0.387364,0.790365,32.000000,
beta,18,normal,0.022238,0.002350,0.140034,32.000000,
beta,18,rayleigh,0.483600,0.379771,0.790294,32.000000,
beta,18,gamma,0.322960,0.387269,0.790292,32.000000,
beta,18,huber (0.25),0.027286,0.002350,0.140034,32.000000,
beta,18,beta (0.3),0.478115,0.387267,0.790290,32.000000,
beta,19,normal,0.024742,0.002326,0.138879,32.000000,
beta,19,rayleigh,0.406818,0.380023,0.790559,32.000000,
beta,19,gamma,0.249608,0.387617,0.790561,32.000000,
beta,19,huber (0.25),0.019183,0.002326,0.138879,32.000000,
beta,19,beta (0.3),0.407677,0.387616,0.790560,32.000000,
beta,20,normal,0.020754,0.002340,0.139537,32.000000,
beta,20,rayleigh,0.490155,0.380231,0.790616,32.000000,
beta,20,gamma,0.307959,0.387685,0.790614,32.000000,
beta,20,huber (0.25),0.025800,0.002340,0.139537,32.000000,
beta,20,beta (0.3),0.476024,0.387683,0.790613,32.000000,
beta,21,normal,0.022931,0.002356,0.140483,32.000000,
beta,21,rayleigh,0.309835,0.380438,0.790836,32.000000,
beta,21,gamma,0.239529,0.387976,0.790839,32.000000,
beta,21,huber (0.25),0.019956,0.002356,0.140483,32.000000,
beta,21,beta (0.3),0.393575,0.387975,0.790838,32.000000,
beta,22,normal,0.021495,0.002350,0.140326,32.000000,
beta,22,rayleigh,0.432487,0.380083,0.790511,32.000000,
beta,22,gamma,0.313208,0.387550,0.790509,32.000000,
beta,22,huber (0.25),0.022507,0.002350,0.140326,32.000000,
beta,22,beta (0.3),0.446485,0.387548,0.790508,32.000000,
beta,23,normal,0.023953,0.002354,0.140383,32.000000,
beta,23,rayleigh,0.358011,0.380366,0.790794,32.000000,
beta,23,gamma,0.276316,0.387919,0.790795,32.000000,
beta,23,huber (0.25),0.020881,0.002354,0.140383,32.000000,
beta,23,beta (0.3),0.409699,0.387917,0.790794,32.000000,
beta,24,normal,0.027594,0.002331,0.138969,32.000000,
beta,24,rayleigh,0.453054,0.379769,0.790291,32.000000,
beta,24,gamma,0.323483,0.387264,0.790288,32.000000,
beta,24,huber (0.25),0.025096,0.002331,0.138969,32.000000,
beta,24,beta (0.3),0.475481,0.387263,0.790287,32.000000,
beta,25,normal,0.029927,0.002331,0.139034,32.000000,
beta,25,rayleigh,0.399821,0.379706,0.790341,32.000000,
beta,25,gamma,0.265468,0.387332,0.790340,32.000000,
beta,25,huber (0.25),0.030906,0.002331,0.139034,32.000000,
beta,25,beta (0.3),0.393459,0.387330,0.790339,32.000000,
beta,26,normal,0.025986,0.002333,0.139325,32.000000,
beta,26,rayleigh,0.492596,0.380138,0.790638,32.000000,
beta,26,gamma,0.337046,0.387719,0.790640,32.000000,
beta,26,huber (0.25),0.023263,0.002333,0.139325,32.000000,
beta,26,beta (0.3),0.447720,0.387717,0.790639,32.000000,
beta,27,normal,0.024184,0.002342,0.139840,32.000000,
beta,27,rayleigh,0.430340,0.380181,0.790666,32.000000,
beta,27,gamma,0.312264,0.387754,0.790667,32.000000,
beta,27,huber (0.25),0.019974,0.002342,0.139840,32.000000,
beta,27,beta (0.3),0.410869,0.387753,0.790667,32.000000,
beta,28,normal,0.024752,0.002332,0.139002,32.000000,
beta,28,rayleigh,0.503924,0.380358,0.790703,32.000000,
beta,28,gamma,0.282707,0.387798,0.790702,32.000000,
beta,28,huber (0.25),0.023964,0.002332,0.139002,32.000000,
beta,28,beta (0.3),0.462638,0.387796,0.790700,32.000000,
beta,29,normal,0.024052,0.002337,0.139472,32.000000,
beta,29,rayleigh,0.449787,0.380656,0.790912,32.000000,
beta,29,gamma,0.284398,0.388067,0.790909,32.000000,
beta,29,huber (0.25),0.019970,0.002337,0.139472,32.000000,
beta,29,beta (0.3),0.405741,0.388065,0.790908,32.000000,
beta,30,normal,0.023928,0.002361,0.140847,32.000000,
beta,30,rayleigh,0.480760,0.380174,0.790660,32.000000,
beta,30,gamma,0.278596,0.387745,0.790660,32.000000,
beta,30,huber (0.25),0.024379,0.002361,0.140847,32.000000,
beta,30,beta (0.3),0.450570,0.387744,0.790659,32.000000,
beta,31,normal,0.027543,0.002338,0.139433,32.000000,
beta,31,rayleigh,0.393230,0.380173,0.790657,32.000000,
beta,31,gamma,0.270124,0.387742,0.790658,32.000000,
beta,31,huber (0.25),0.018864,0.002338,0.139433,32.000000,
beta,31,beta (0.3),0.413021,0.387741,0.790657,32.000000,
beta,32,normal,0.033488,0.002342,0.139816,32.000000,
beta,32,rayleigh,0.508165,0.380310,0.790756,32.000000,
beta,32,gamma,0.292426,0.387867,0.790755,32.000000,
beta,32,huber (0.25),0.023847,0.002342,0.139816,32.000000,
beta,32,beta (0.3),0.489223,0.387865,0.790753,32.000000,
beta,33,normal,0.034501,0.002350,0.140150,32.000000,
beta,33,rayleigh,0.360794,0.380485,0.790793,32.000000,
beta,33,gamma,0.291234,0.387913,0.790791,32.000000,
beta,33,huber (0.25),0.022049,0.002350,0.140150,32.000000,
beta,33,beta (0.3),0.407727,0.387912,0.790789,32.000000,
beta,34,normal,0.027126,0.002348,0.140044,32.000000,
beta,34,rayleigh,0.521662,0.380480,0.790879,32.000000,
beta,34,gamma,0.277477,0.388029,0.790880,32.000000,
beta,34,huber (0.25),0.024990,0.002348,0.140044,32.000000,
beta,34,beta (0.3),0.472227,0.388028,0.790879,32.000000,
beta,35,normal,0.025920,0.002335,0.139387,32.000000,
beta,35,rayleigh,0.330911,0.380095,0.790627,32.000000,
beta,35,gamma,0.261927,0.387702,0.790627,32.000000,
beta,35,huber (0.25),0.019839,0.002335,0.139387,32.000000,
beta,35,beta (0.3),0.393924,0.387701,0.790626,32.000000,
beta,36,normal,0.026275,0.002338,0.139595,32.000000,
beta,36,rayleigh,0.481582,0.380365,0.790792,32.000000,
beta,36,gamma,0.329833,0.387918,0.790794,32.000000,
beta,36,huber (0.25),0.032925,0.002338,0.139595,32.000000,
beta,36,beta (0.3),0.491321,0.387917,0.790793,32.000000,
beta,37,normal,0.022624,0.002341,0.139596,32.000000,
beta,37,rayleigh,0.438042,0.380509,0.790808,32.000000,
beta,37,gamma,0.258047,0.387935,0.790808,32.000000,
beta,37,huber (0.25),0.018857,0.002341,0.139596,32.000000,
beta,37,beta (0.3),0.395465,0.387934,0.790806,32.000000,
beta,38,normal,0.023594,0.002336,0.139417,32.000000,
beta,38,rayleigh,0.514476,0.380737,0.791063,32.000000,
beta,38,gamma,0.313897,0.388266,0.791064,32.000000,
beta,38,huber (0.25),0.024335,0.002336,0.139417,32.000000,
beta,38,beta (0.3),0.451383,0.388265,0.791063,32.000000,
beta,39,normal,0.022318,0.002331,0.139123,32.000000,
beta,39,rayleigh,0.400522,0.380304,0.790755,32.000000,
beta,39,gamma,0.256051,0.387868,0.790756,32.000000,
beta,39,huber (0.25),0.018552,0.002331,0.139123,32.000000,
beta,39,beta (0.3),0.389496,0.387867,0.790755,32.000000,
beta,40,normal,0.023784,0.002349,0.140084,32.000000,
beta,40,rayleigh,0.568386,0.379967,0.790516,32.000000,
beta,40,gamma,0.294627,0.387559,0.790517,32.000000,
beta,40,huber (0.25),0.025110,0.002349,0.140084,32.000000,
beta,40,beta (0.3),0.428769,0.387559,0.790516,32.000000,
beta,41,normal,0.026924,0.002356,0.140411,32.000000,
beta,41,rayleigh,0.395229,0.380132,0.790613,32.000000,
beta,41,gamma,0.270196,0.387684,0.790613,32.000000,
beta,41,huber (0.25),0.019890,0.002356,0.140411,32.000000,
beta,41,beta (0.3),0.413866,0.387681,0.790611,32.000000,
beta,42,normal,0.036335,0.002367,0.141207,32.000000,
beta,42,rayleigh,0.538199,0.380036,0.790477,32.000000,
beta,42,gamma,0.309713,0.387508,0.790477,32.000000,
beta,42,huber (0.25),0.025081,0.002367,0.141207,32.000000,
beta,42,beta (0.3),0.453224,0.387507,0.790476,32.000000,
beta,43,normal,0.024428,0.002329,0.139095,32.000000,
beta,43,rayleigh,0.331902,0.380171,0.790659,32.000000,
beta,43,gamma,0.279844,0.387743,0.790659,32.000000,
beta,43,huber (0.25),0.033588,0.002329,0.139095,32.000000,
beta,43,beta (0.3),0.398912,0.387742,0.790658,32.000000,
beta,44,normal,0.026911,0.002355,0.140514,32.000000,
beta,44,rayleigh,0.506101,0.380213,0.790604,32.000000,
beta,44,gamma,0.274365,0.387669,0.790601,32.000000,
beta,44,huber (0.25),0.023822,0.002355,0.140514,32.000000,
beta,44,beta (0.3),0.423708,0.387668,0.790601,32.000000,
beta,45,normal,0.035333,0.002353,0.140281,32.000000,
beta,45,rayleigh,0.311543,0.380007,0.790551,32.000000,
beta,45,gamma,0.242480,0.387603,0.790551,32.000000,
beta,45,huber (0.25),0.019806,0.002353,0.140281,32.000000,
beta,45,beta (0.3),0.390417,0.387602,0.790549,32.000000,
beta,46,normal,0.027566,0.002327,0.138817,32.000000,
